area,name,block,direction,streetName,streetType,side,postedRestrictions,exclusions
21,Canterbury/Guilford,3900,,Cloverhill ,Rd.,Odd,"""Two Hour Parking 2:30 p.m. - 8:30 p.m. Monday through Friday, except with Area #21 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
21,Canterbury/Guilford,Unit,,Hadley ,Sq.,Odd,"""Two Hour Parking 2:30 p.m. - 8:30 p.m. Monday through Friday, except with Area #21 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
21,Canterbury/Guilford,Unit,,Highfield ,Rd.,Both,"""Two Hour Parking 2:30 p.m. - 8:30 p.m. Monday through Friday, except with Area #21 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
21,Canterbury/Guilford,3900,,Linkwood ,Ave.,Even,"""Two Hour Parking 2:30 p.m. - 8:30 p.m. Monday through Friday, except with Area #21 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
21,Canterbury/Guilford,Unit,,St. Martins ,Rd.,Both,"""Two Hour Parking 2:30 p.m. - 8:30 p.m. Monday through Friday, except with Area #21 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
21,Canterbury/Guilford,200-229,,Stoney Run,Ln.,Both,"""Two Hour Parking 2:30 p.m. - 8:30 p.m. Monday through Friday, except with Area #21 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
21,Canterbury/Guilford,200,,Stoneyford ,Ln.,Odd,"""Two Hour Parking 2:30 p.m. - 8:30 p.m. Monday through Friday, except with Area #21 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
22,Ashland,800,N,Castle ,St.,Both,"""Two Hour Parking 7:00 a.m.- 7:00  p.m. Monday through Friday, except with Area #22 Permit",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
22,Ashland,900,N,Castle ,St.,Both,"""Two Hour Parking 7:00 a.m.- 7:00  p.m. Monday through Friday, except with Area #22 Permit",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
22,Ashland,800,N,Chapel ,St.,Both,"""Two Hour Parking 7:00 a.m.- 7:00  p.m. Monday through Friday, except with Area #22 Permit",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
22,Ashland,900,N,Chapel ,St.,Both,"""Two Hour Parking 7:00 a.m.- 7:00  p.m. Monday through Friday, except with Area #22 Permit",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
22,Ashland,1900,E,Madison ,St.,Even,"""Two Hour Parking 7:00 a.m.- 7:00  p.m. Monday through Friday, except with Area #22 Permit",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
22,Ashland,800,N,Wolfe ,St.,Both,"""Two Hour Parking 7:00 a.m.- 7:00  p.m. Monday through Friday, except with Area #22 Permit",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
22,Ashland,900,N,Wolfe ,St.,Odd,"""Two Hour Parking 7:00 a.m.- 7:00  p.m. Monday through Friday, except with Area #22 Permit",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
23,Eager Street,200,E,Eager ,St.,Even,"""Two Hour Parking 7AM - 8PM Monday through Friday except with Area #23 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
24,Greenway,"3400, 3401",N,Charles ,St.,Only,"""Two Hour Parking Limit 7:00 a.m. - 7:00 p.m., Monday through Friday, except with Area #24 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
24,Greenway,3503,N,Charles ,St.,Only,"""Two Hour Parking Limit 7:00 a.m. - 7:00 p.m., Monday through Friday, except with Area #24 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
24,Greenway,3507,N,Charles ,St.,Only,"""Two Hour Parking Limit 7:00 a.m. - 7:00 p.m., Monday through Friday, except with Area #24 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
24,Greenway,3401,,Greenway,,Only,"""Two Hour Parking Limit 7:00 a.m. - 7:00 p.m., Monday through Friday, except with Area #24 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
24,Greenway,3405,,Greenway,,Only,"""Two Hour Parking Limit 7:00 a.m. - 7:00 p.m., Monday through Friday, except with Area #24 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
24,Greenway,3409,,Greenway,,Only,"""Two Hour Parking Limit 7:00 a.m. - 7:00 p.m., Monday through Friday, except with Area #24 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
25,Keswick,500,W,33rd,St.,Even,"""Two Hour Parking Limit 7:00 a.m. - 7:00 p.m. Monday through Friday, except with Area #25 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
25,Keswick,600,W,33rd,St.,Both,"""Two Hour Parking Limit 7:00 a.m. - 7:00 p.m. Monday through Friday, except with Area #25 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
25,Keswick,800,W,36th,St.,Both,"""Two Hour Parking Limit 7:00 a.m. - 7:00 p.m. Monday through Friday, except with Area #25 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
25,Keswick,900,W,36th,St.,Both,"""Two Hour Parking Limit 7:00 a.m. - 7:00 p.m. Monday through Friday, except with Area #25 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
25,Keswick,700,W ,37th ,St.,Odd,"""Two Hour Parking Limit 7:00 a.m. - 7:00 p.m. Monday through Friday, except with Area #25 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
25,Keswick,841,W,37th ,St.,Only,"""Two Hour Parking Limit 7:00 a.m. - 7:00 p.m. Monday through Friday, except with Area #25 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
25,Keswick,843,W,37th ,St.,Only,"""Two Hour Parking Limit 7:00 a.m. - 7:00 p.m. Monday through Friday, except with Area #25 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
25,Keswick,800,W,38th ,St.,Odd,"""Two Hour Parking Limit 7:00 a.m. - 7:00 p.m. Monday through Friday, except with Area #25 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
25,Keswick,600,W,39th ,St.,Odd,"""Two Hour Parking Limit 7:00 a.m. - 7:00 p.m. Monday through Friday, except with Area #25 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
25,Keswick,500,W,40th ,St.,Odd,"""Two Hour Parking Limit 7:00 a.m. - 7:00 p.m. Monday through Friday, except with Area #25 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
25,Keswick,600,W,40th ,St.,Both,"""Two Hour Parking Limit 7:00 a.m. - 7:00 p.m. Monday through Friday, except with Area #25 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
25,Keswick,3300,,Beech ,Ave.,Both,"""Two Hour Parking Limit 7:00 a.m. - 7:00 p.m. Monday through Friday, except with Area #25 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
25,Keswick,3900,,Beech ,Ave.,Even,"""Two Hour Parking Limit 7:00 a.m. - 7:00 p.m. Monday through Friday, except with Area #25 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
25,Keswick,700,,Berry ,St.,Both,"""Two Hour Parking Limit 7:00 a.m. - 7:00 p.m. Monday through Friday, except with Area #25 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
25,Keswick,3700,,Chesnut ,Ave.,Even,"""Two Hour Parking Limit 7:00 a.m. - 7:00 p.m. Monday through Friday, except with Area #25 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
25,Keswick,3800,,Elm ,Ave.,Even,"""Two Hour Parking Limit 7:00 a.m. - 7:00 p.m. Monday through Friday, except with Area #25 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
25,Keswick,3900,,Elm ,Ave.,Even,"""Two Hour Parking Limit 7:00 a.m. - 7:00 p.m. Monday through Friday, except with Area #25 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
25,Keswick,3300,,Gilman,Terr.,Even,"""Two Hour Parking Limit 7:00 a.m. - 7:00 p.m. Monday through Friday, except with Area #25 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
25,Keswick,600,,Harding,Pl.,Both,"""Two Hour Parking Limit 7:00 a.m. - 7:00 p.m. Monday through Friday, except with Area #25 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
25,Keswick,3300,,Keswick ,Ave.,Both,"""Two Hour Parking Limit 7:00 a.m. - 7:00 p.m. Monday through Friday, except with Area #25 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
25,Keswick,3800,,Keswick ,Ave.,Odd,"""Two Hour Parking Limit 7:00 a.m. - 7:00 p.m. Monday through Friday, except with Area #25 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
25,Keswick,3900,,Keswick ,Ave.,Odd,"""Two Hour Parking Limit 7:00 a.m. - 7:00 p.m. Monday through Friday, except with Area #25 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
25,Keswick,4000,,Keswick ,Ave.,Odd,"""Two Hour Parking Limit 7:00 a.m. - 7:00 p.m. Monday through Friday, except with Area #25 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
25,Keswick,3800,,Tudor Arms,Ave.,Even,"""Two Hour Parking Limit 7:00 a.m. - 7:00 p.m. Monday through Friday, except with Area #25 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
25,Keswick,501,W,University,Pkwy.,Only,"""Two Hour Parking Limit 7:00 a.m. - 7:00 p.m. Monday through Friday, except with Area #25 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
26,Campbell Lane,500,,Benninghaus ,Rd.,Odd,"""Two Hour Parking Limit, 7:00 a.m. - 7:00 p.m., Monday through Friday, except with Area #26 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
26,Campbell Lane,600,,Benninghaus ,Rd.,Odd,"""Two Hour Parking Limit, 7:00 a.m. - 7:00 p.m., Monday through Friday, except with Area #26 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
26,Campbell Lane,500,,Campbell ,Ln.,Both,"""Two Hour Parking Limit, 7:00 a.m. - 7:00 p.m., Monday through Friday, except with Area #26 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
26,Campbell Lane,5700,,Govane ,Ave.,Both,"""Two Hour Parking Limit, 7:00 a.m. - 7:00 p.m., Monday through Friday, except with Area #26 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
26,Campbell Lane,5600,,Ready ,Ave.,Both,"""Two Hour Parking Limit, 7:00 a.m. - 7:00 p.m., Monday through Friday, except with Area #26 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
26,Campbell Lane,5723-A,,York ,Rd.,Only,"""Two Hour Parking Limit, 7:00 a.m. - 7:00 p.m., Monday through Friday, except with Area #26 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
27,Uplands,4400,,Old Frederick ,Ave.,Odd,"""Permit Parking Tow away Zone, 8:00 a.m. - 12 Midnight, with area #27 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,Unit ,E,Biddle ,St.,Both,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,100,E,Biddle ,St.,Both,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,200,E,Biddle ,St.,Both,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,Unit ,W,Biddle ,St.,Both,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,100,W,Biddle ,St.,Both,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,Unit,E,Branch ,Ln.,Both,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,Unit,W,Branch ,Ln.,Both,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,414,,Brexton ,Pl.,Only,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,600,N,Calvert ,St.,Even,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,800,N,Calvert ,St.,Both,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,900,,Calvert ,St.,Both,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,1000,,Calvert ,St.,Both,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,1100,,Calvert ,St.,Both,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,1200,,Calvert ,St.,Both,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,1300,,Calvert ,St.,Both,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,500,,Cathedral ,St.,Both,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,600,,Cathedral ,St.,Both,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,700,,Cathedral ,St.,Both,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,800,,Cathedral ,St.,Both,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,900,,Cathedral ,St.,Both,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,1000,,Cathedral ,St.,Both,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,Unit,E,Centre ,St.,Both,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,100,W,Centre ,St.,Both,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,500,N,Charles ,St.,Odd,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,700,N,Charles ,St.,Both,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,800,N,Charles ,St.,Both,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,900,N,Charles ,St.,Both,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,1000,N,Charles ,St.,Both,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,1100,N,Charles ,St.,Both,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,1200,N,Charles ,St.,Both,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,1300,N,Charles ,St.,Both,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,Unit,E,Chase ,St.,Both,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,100,E ,Chase ,St.,Both,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,200,E,Chase ,St.,Both,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,Unit,W,Chase ,St.,Both,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,Unit,E,Eager ,St.,Both,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,Unit,E,Franklin,St.,Both,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,Unit,W,Franklin,St.,Both,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,100,W,Franklin,St.,Both,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,1300,,Guilford ,Ave.,Only,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,1300,,Guilford ,Ave.,Even,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,Unit,E,Hamilton,St.,Both,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,Unit,W,Hamilton,St.,Both,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,1000,,Hunter,St.,Both,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,1100,,Hunter,St.,Both,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,700,,Lovegrove,Rd.,Both,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,Unit,E,Madison ,St.,Both,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,100,E,Madison ,St.,Both,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,200,E,Madison ,St.,Both,,
,,,,,,,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,Unit,W,Madison ,St.,Both,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,100,W,Madison ,St.,Both,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,200,W,Madison ,St.,Both,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,100,E,Monument ,St.,Odd,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,100,W,Monument ,St.,Both,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,200,W,Monument ,St.,Both,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,808,,Morton,St.,Only,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,913,,Morton,St.,Only,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,100,E,Mt. Royal ,Ave.,Odd,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,200,E,Mt. Royal ,Ave.,Odd,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,Unit,E,Mt. Vernon ,Pl.,Both,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,Unit,W,Mt. Vernon ,Pl.,Both,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,500,,Park ,Ave.,Both,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,600,,Park ,Ave.,Both,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,700,,Park ,Ave.,Both,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,800,,Park ,Ave.,Both,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,617,,Ploy ,St.,Only,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,804,,Ploy ,St.,Only,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,Unit,E,Preston ,St.,Both,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,100,E,Preston ,St.,Both,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,200,E,Preston ,St.,Both,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,Unit,W,Preston ,St.,Odd,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
28,Mt. Vernon/Belvedere,Unit ,E,Read ,St.,Both,"""Two Hour Parking 7:00 a.m. to 8:00 p.m., Monday through Friday except with Area #28 permits.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
